"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-10-24",,,,,"61","25","50"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-10-25",,,,,"52","28","30"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-10-26",,,,,"51","20","28"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-10-27",,,,,"59","23","37"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-10-28",,,,,"46","26","30"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-10-29",,,,,"40","22","23"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-10-30",,,,,"44","16","36"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-10-31",,,,,"45","27","26"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-01",,,,,"48","17","28"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-02",,,,,"50","21","39"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-03",,,,,"40","30","31"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-04",,,,,"40","28","29"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-05",,,,,"44","20","25"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-06",,,,,"50","18","26"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-07",,,,,"49","20","26"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-08",,,,,"48","22","25"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-09",,,,,"50","20","21"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-10",,,,,"55","15","25"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-11",,,,,"52","17","24"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-12",,,,,"52","15","25"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-13",,,,,"56","16","25"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-14",,,,,"52","16","25"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-15",,,,,"55","19","29"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-16",,,,,"55","25","35"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-17",,,,,"39","30","30"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-18",,,,,"35","19","19"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-19",,,,,"32","11","21"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-20",,,,,"38","7","15"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-21",,,,,"44","5","22"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-22",,,,,"47","21","37"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-23",,,,,"41","24","35"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-24",,,,,"48","24","40"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-25",,,,,"46","32","37"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-26",,,,,"42","23","23"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-27",,,,,"43","18","27"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-28",,,,,"47","18","27"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-29",,,,,"54","23","29"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-11-30",,,,,,"20","25"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-01",,,,,"56","19","31"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-02",,,,,"52","31","32"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-03",,,,,"59","24","28"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-04",,,,,"59","19","39"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-05",,,,,"50","20","25"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-06",,,,,"52","19","25"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-07",,,,,"51","19","29"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-08",,,,,"52","22","27"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-09",,,,,"58","19","45"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-10",,,,,"51","25","25"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-11",,,,,"33","9","14"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-12",,,,,"45","7","25"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-13",,,,,"48","14","24"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-14",,,,,"48","15","23"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-15",,,,,"49","13","23"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-16",,,,,"48","10","19"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-17",,,,,"58","12","25"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-18",,,,,"55","12","37"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-19",,,,,"45","18","26"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-20",,,,,"42","26","31"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-21",,,,,"32","20","21"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-22",,,,,"29","3","6"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-23",,,,,"35","2","33"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-24",,,,,"33","29","31"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-25",,,,,"31","3","3"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-26",,,,,"29","-1","12"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-27",,,,,"32","-4","11"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-28",,,,,"32","-4","25"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-29",,,,,"38","11","24"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-30",,,,,"40","24","36"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1979-12-31",,,,,"41","34","35"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-01",,,,,"42","16","20"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-02",,,,,"42","9","21"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-03",,,,,"39","12","18"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-04",,,,,"45","14","32"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-05",,,,,"44","25","38"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-06",,,,,"39","25","30"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-07",,,,,"38","22","34"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-08",,,,,"37","31","32"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-09",,,,,"39","32","33"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-10",,,,,"34","17","24"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-11",,,,,"41","22","35"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-12",,,,,"45","33","39"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-13",,,,,"45","37","39"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-14",,,,,"38","32","32"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-15",,,,,"36","28","34"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-16",,,,,"40","31","36"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-17",,,,,"36","30","30"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-18",,,,,"30","18","20"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-19",,,,,"31","12","23"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-20",,,,,"39","10","21"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-21",,,,,"46","14","26"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-22",,,,,"40","14","22"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-23",,,,,"43","13","24"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-24",,,,,"46","16","25"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-25",,,,,"48","19","26"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-26",,,,,"43","22","32"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-27",,,,,"34","28","29"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-28",,,,,"33","26","26"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-29",,,,,"32","6","9"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-30",,,,,"33","7","15"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-01-31",,,,,"42","11","27"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-01",,,,,"44","16","27"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-02",,,,,"52","20","30"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-03",,,,,"51","28","32"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-04",,,,,"45","22","30"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-05",,,,,"59","25","43"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-06",,,,,"45","26","27"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-07",,,,,"31","22","30"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-08",,,,,"40","17","21"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-09",,,,,"47","11","26"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-10",,,,,"42","21","27"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-11",,,,,"44","15","26"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-12",,,,,"46","19","25"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-13",,,,,"43","15","34"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-14",,,,,"41","28","32"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-15",,,,,"37","31","34"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-16",,,,,"37","29","37"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-17",,,,,"41","33","41"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-18",,,,,"41","31","32"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-19",,,,,"34","27","28"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-20",,,,,"34","24","32"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-21",,,,,"36","25","26"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-22",,,,,"36","25","28"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-23",,,,,"39","12","25"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-24",,,,,"44","18","30"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-25",,,,,"45","16","31"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-26",,,,,"51","21","34"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-27",,,,,"51","24","32"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-28",,,,,"37","23","23"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-02-29",,,,,"42","12","25"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-01",,,,,"38","20","32"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-02",,,,,"38","29","29"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-03",,,,,"37","19","29"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-04",,,,,"41","15","33"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-05",,,,,"34","25","26"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-06",,,,,"28","14","24"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-07",,,,,"35","9","21"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-08",,,,,"39","4","24"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-09",,,,,"41","8","23"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-10",,,,,"45","10","28"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-11",,,,,"38","13","23"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-12",,,,,"38","-1","28"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-13",,,,,"44","25","35"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-14",,,,,"42","30","33"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-15",,,,,"36","22","22"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-16",,,,,"38","12","24"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-17",,,,,"45","14","29"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-18",,,,,"33","22","29"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-19",,,,,"44","17","27"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-20",,,,,"38","22","24"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-21",,,,,"31","10","26"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-22",,,,,"37","24","26"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-23",,,,,"43","15","24"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-24",,,,,"32","13","20"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-25",,,,,"32","12","29"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-26",,,,,"42","12","25"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-27",,,,,"38","16","29"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-28",,,,,"40","17","26"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-29",,,,,"50","16","35"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-30",,,,,"37","27","28"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-03-31",,,,,"39","17","25"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-01",,,,,"33","18","25"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-02",,,,,"38","13","30"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-03",,,,,"44","23","30"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-04",,,,,"45","23","32"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-05",,,,,"37","30","31"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-06",,,,,"36","26","26"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-07",,,,,"44","14","29"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-08",,,,,"52","21","39"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-09",,,,,"51","14","30"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-10",,,,,"54","21","32"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-11",,,,,"52","21","28"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-12",,,,,"59","20","34"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-13",,,,,"64","25","44"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-14",,,,,"54","30","35"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-15",,,,,"59","21","32"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-16",,,,,"66","24","37"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-17",,,,,"66","29","37"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-18",,,,,"64","25","37"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-19",,,,,"67","25","48"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-20",,,,,"56","26","26"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-21",,,,,"40","15","28"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-22",,,,,"42","28","29"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-23",,,,,"54","29","37"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-24",,,,,"53","26","31"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-25",,,,,"58","24","34"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-26",,,,,"61","24","40"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-27",,,,,"63","29","46"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-28",,,,,"62","39","43"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-29",,,,,"60","37","40"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-04-30",,,,,"55","24","36"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-01",,,,,"59","26","40"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-02",,,,,"64","28","44"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-03",,,,,"67","32","43"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-04",,,,,"65","31","44"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-05",,,,,"61","33","46"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-06",,,,,"61","32","41"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-07",,,,,"57","27","46"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-08",,,,,"57","30","41"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-09",,,,,"41","29","30"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-10",,,,,"36","18","30"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-11",,,,,"38","23","33"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-12",,,,,"49","32","37"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-13",,,,,"48","29","38"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-14",,,,,"54","35","38"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-15",,,,,"57","30","43"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-16",,,,,"60","27","43"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-17",,,,,"61","28","42"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-18",,,,,"66","28","48"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-19",,,,,"71","33","47"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-20",,,,,"71","33","49"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-21",,,,,"71","34","45"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-22",,,,,"59","34","38"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-23",,,,,"38","25","29"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-24",,,,,"38","25","28"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-25",,,,,"43","21","32"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-26",,,,,"50","21","33"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-27",,,,,"49","26","38"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-28",,,,,"49","33","40"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-29",,,,,"56","30","39"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-30",,,,,"59","28","42"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-05-31",,,,,"55","35","38"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-01",,,,,"59","31","46"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-02",,,,,"51","39","39"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-03",,,,,"48","36","37"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-04",,,,,"45","34","37"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-05",,,,,"50","30","37"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-06",,,,,"54","25","40"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-07",,,,,"63","25","44"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-08",,,,,"68","29","50"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-09",,,,,"70","28","46"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-10",,,,,"65","28","49"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-11",,,,,"59","38","43"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-12",,,,,"59","36","40"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-13",,,,,"53","24","40"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-14",,,,,"59","38","44"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-15",,,,,"67","28","47"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-16",,,,,"74","32","52"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-17",,,,,"74","33","50"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-18",,,,,"74","31","52"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-19",,,,,"73","33","54"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-20",,,,,"71","33","48"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-21",,,,,"70","30","48"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-22",,,,,"67","30","47"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-23",,,,,"63","39","46"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-24",,,,,"67","30","46"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-25",,,,,"64","39","50"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-26",,,,,"67","44","44"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-27",,,,,"70","27","50"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-28",,,,,"79","36","63"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-29",,,,,"76","51","57"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-06-30",,,,,"63","49","56"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-07-01",,,,,"68","49","49"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-07-02",,,,,"57","48","49"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-07-03",,,,,"69","42","49"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-07-04",,,,,"70","32","50"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-07-05",,,,,"70","32","53"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-07-06",,,,,"72","33","57"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-07-07",,,,,"72","44","50"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-07-08",,,,,"70","32","47"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-07-09",,,,,"69","31","50"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-07-10",,,,,"75","31","49"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-07-11",,,,,"74","33","53"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-07-12",,,,,"72","44","52"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-07-13",,,,,"71","37","52"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-07-14",,,,,"73","37","52"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-07-15",,,,,"78","35","55"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-07-16",,,,,"79","38","59"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-07-17",,,,,"80","41","55"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-07-18",,,,,"79","35","52"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-07-19",,,,,"78","32","57"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-07-20",,,,,"84","39","61"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-07-21",,,,,"83","45","62"
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","1980-07-22",,,,,"87","43","59"
